chunk_id,section_number,chunk_text
9a906db9-8382-4873-aa3a-a25eee0bec30,102,Commencement and continuance of the right of private defence of the body.
5952ce49-58a8-4ea9-a15a-293b85409f04,103,When the right of private defence of property extends to causing death.
017fa1fe-0706-43c4-8965-03e047884f0f,104,When such right extends to causing any harm other than death.
bfc2d5b1-d52d-4f68-8481-f2a0d09ad3ef,105,Commencement and continuance of the right of private defence of property.
ca44952b-b682-4552-8845-42de3800a469,106,Right of private defence against deadly assault when there is risk of harm to innocent person. CHAPTER V OF ABETMENT
95d9800f-441a-42fc-b5d6-ac86ef753476,107,Abetment of a thing.
5df21113-1708-4546-a179-3b102b40f8b9,108,Abettor.
d6b981e8-2dad-4138-9c7e-a6ae9fa04bf7,108A,Abetment in Indian of offences outside India.
3f46c035-c88c-440a-9014-5b79b484417e,109,Punishment of a abetment if the act abetted is committed in consequence and when no express provision is made for its punishment.
123a1f8c-2fd6-48da-82bf-05cba1c003a1,110,Punishment of abetment if person abetted does act with different intention from that of abettor.
20234b4e-85fc-402c-bf24-d7d377917ec8,111,Liability of abettor when one act abetted and different act done.
531af8cf-2c8d-4667-a5f5-40f78bb0decb,112,Abettor when liable to cumulative punishment for act abetted and for act done.
821edbd0-32d5-47c5-ac88-364432c68a9a,113,Liability of abettor for an effect caused by the act abetted different from that intended by the abettor.
06bfe1ac-d87c-416e-bfd8-f58aafc9e923,114,Abettor present when offence is committed.
bb5abf29-8c10-4e94-96ce-d5769bead599,115,Abetment of offence punishable with death or imprisonment for life.if offence not committed. if act causing harm be done in consequence.
17c695c0-4ae8-47de-8ce6-6bc4c4007539,116,Abetment of offence punishable with imprisonment.if offence be not committed. if abettor or person abetted be a public servant whose duty it is to prevent offence.
34dd82f1-7352-4873-b888-15fe62f890be,117,Abetting commission of offence by the public or by more than ten persons.
a4616877-d5fa-4c78-a6ea-98e3001d0feb,118,Concealing design to commit offence punishable with death or imprisonment for life. If offence be committed; if offence be not committed.
973eb775-33b8-46be-8890-009df79b7175,119,"Public servant concealing design to commit offence which it is his duty to prevent. if offence be committed; if offence be punishable with death, etc. if offence be not committed."
e3f117c1-e2fd-4c41-9087-d71adf716e8c,120,Concealing design to commit offence punishable with imprisonment. if offence be committed; if offence be not committed. CHAPTER VA CRIMINALCONSPIRACY
cded82b6-452c-482f-871a-0b54a31f0c11,120A,Definition of criminal conspiracy. 3 --- Page 4 --- SECTIONS
cfc73bb5-491d-4fec-958c-4068d29e4aa9,120B,Punishment of criminal conspiracy. CHAPTER VI OF OFFENCES AGAINST THE STATE
c5bcbbc0-77c2-4617-abaa-1a8ef5d205ab,121,"Waging, or attempting to wage war, or abetting waging of war, against the Government of India."
2f6dfb15-f810-4ad2-928f-9e14368c65de,121A,Conspiracy to commit offences punishable by section 121.
3f932fc0-5ca7-4264-98f0-c44d229e909e,122,"Collecting arms, etc., with intention of waging war against the Government of India."
7acfd16e-2d3f-48a1-bf68-284e0ce709b1,123,Concealing with intent to facilitate design to wage war.
310a3e4d-78c6-4a3a-8852-d4e8f0bd6c00,124,"Assaulting President. Governor, etc., with intent to compel or restrain the exercise of any lawful power."
631d370f-ea61-48ee-85e7-a51749334195,124A,Sedition.
12bd91c1-f27d-4814-a7df-bdc9df2dd0ed,125,Waging war against any Asiatic power in alliance with the Government of India.
ba639e58-e0bf-4186-8f8b-1eb1c13e3a30,126,Committing depredation on territories of power at peace with the Government of India.
9ce3a9ab-809b-40e6-b02a-614d750f3570,127,Receiving property taken by war or depredation mentioned in sections 125 and 126.
ee5490bc-1055-46a3-a3b9-ae1ae2d19b93,128,Public servant voluntarily allowing prisoner of State or war to escape.
73672e84-74a2-45de-8021-8602dbecd938,129,Public servant negligently suffering such prisoner to escape.
48a9ae6b-fbd9-49d7-a512-b39b3dacc3c9,130,"Aiding escape of, rescuing or harbouring such prisoner. CHAPTER VII OF OFFENCES RELATING TO THE ARMY, NAVYAND AIR FORCE"
4c59622f-b5ab-40d5-abb7-2ba18fc4bcda,131,"Abetting mutiny, or attempting to seduce a soldier, sailor or airman from his duty."
58cd5a35-ee13-40ce-a7df-7ba95159a6e3,132,"Abetment of mutiny, if mutiny is committed in consequence thereof."
85173968-69ea-4de0-8b3d-718d261a3bc9,133,"Abetment of assault by soldier, sailor or airman on his superior officer, when in execution of his office."
03750371-5f37-429b-8665-40a8ada65919,134,"Abetment of such assault, if the assault is committed."
0112c482-ac6f-45f3-84c5-94ee5cdce302,135,"Abetment of desertion of soldier, sailor or airman."
15383e61-500b-42d5-85bd-6dbcd2e26005,136,Harbouring deserter.
f02393de-f668-42f1-bdc8-cb770dee17c2,137,Deserter concealed on board merchant vessel through negligence of master.
33803c63-17f7-436a-88f4-d53bd0dd0c5d,138,"Abetment of act of insubordination by soldier, sailor or airman."
f0d8172f-4ae9-440c-a8f2-cea704c3e78a,138A,[Repealed.]
b4147db0-defb-4f65-b8ba-396aefb2956a,139,Persons subject to certain Acts.
fd0d307d-3f44-4e2e-9a6e-3edfbac26cda,140,"Wearing garb or carrying token used by soldier, sailor or airman. CHAPTER VIII OF OFFENCES AGAINST THE PUBLIC TRANQUILLITY"
202d1d9e-4374-40e9-8227-7df53e3dff02,141,Unlawful assembly.
ff10923d-ad81-4d05-90cd-d4dec2569348,142,Being member of unlawful assembly.
4fe8e2c3-2459-43d9-a659-9c60c9ee08ce,143,Punishment.
4ebd9957-8805-424e-85fa-66a2f6faf37b,144,Joining unlawful assembly armed with deadly weapon.
9f4278aa-66d3-4fc2-9f74-ea1fa20eb35b,145,"Joining or continuing in unlawful assembly, knowing it has been commanded to disperse."
4106caa8-b260-4530-a1fe-b2536274fd01,146,Rioting.
57a28275-d7b9-4bf3-9b4f-a603ec99eaa2,147,Punishment for rioting.
2d37f2e2-0e17-497a-8834-f2da526d71cc,148,"Rioting, armed with deadly weapon."
3e5a0a00-7af5-491c-86e6-5843756a6fcc,149,Every member of unlawful assembly guilty of offence committed in prosecution of common object.
d1211bc2-4f27-4b1f-810f-5a34c31861db,150,"Hiring, or conniving at hiring, of persons to join unlawful assembly."
6be2dc3d-7d40-4e5f-bf19-0c6a4eed9757,151,Knowingly joining or continuing in assembly of five or more persons after it has been commanded to disperse.
a35b1ce7-0266-4926-b840-b5657a069256,152,"Assaulting or obstructing public servant when suppressing riot, etc."
a98acd12-afc0-4240-93b7-e50595217706,153,"Wantonly giving provocation, with intent to cause riot-- if rioting be committed; if not committed."
24abf491-5399-4040-833a-ec250d7abf94,153A,"Promoting enmity between different groups on grounds of religion, race, place of birth, residence. language, etc., and doing acts prejudicial to maintenance of harmony. Offence committed in place of worship, etc. 153AA. Punishment for knowingly carrying arms in any procession or organizing, or holding or taking part in any mass drill or mass training with arms."
80913191-46bb-4ae7-9caa-d27cf5c7c4c5,153B,"Imputation, assertions prejudicial to national-integration."
33089d46-4246-459e-9a5b-446d8623c60e,154,Owner or occupier of land on which an unlawful assembly is held.
1fe38899-a90c-4009-a922-c89e610657e8,155,Liability of person for whose benefit riot is committed.
23cf0851-bfed-40c3-853e-be506ddffad0,156,Liablility of agent of owner or occupier for whose benefit riot is committed.
98ca3d4a-3dd2-4ed3-90d6-d9a56f55eac0,157,Harbouring persons hired for an unlawful assembly. 4 --- Page 5 --- SECTIONS
a43b04ff-c199-4baf-ba25-2ce79243975b,158,Being hired to take part in an unlawful assembly or riot; or to go armed.
466412f0-42d9-4823-bb67-e4205cf7a874,159,Affray.
19ae4006-d022-4e58-be79-0895e7e5a54a,160,Punishment for committing affray. CHAPTER IX OF OFFENCESBY OR RELATING TO PUBLIC SERVANTS
bac41ec7-1f3d-4e2e-b23c-d8e559560db4,161,to 165A. [Repealed.]
e4a0bc0b-03fd-4936-8e58-7e7fbad2937f,166,"Public servant disobeying law, with intent to cause injury to any person."
994f984d-c6f3-4506-bba7-67bea32a632d,166A,Public servant disobeying direction under law.
032c4607-2d97-4aa2-aed3-aae0258e7c3e,166B,Punishment for non-treatment of victim.
6b06ba61-8bb1-4f52-94e9-340b9927b3a7,167,Public servant framing an incorrect document with intent to cause injury.
464f2fb8-c171-45ae-b93b-ae1eb51b86d0,168,Public servant unlawfully engaging in trade.
f7a83b65-4f93-4591-b3b1-aee569f23852,169,Public servant unlawfully buying or bidding for property.
95023d1e-4b34-477b-bdc7-3d30aeedc087,170,Personating a public servant.
ddb3a02e-6271-49de-9cd0-75d29b3b96a6,171,Wearing garb or carrying token used by public servant with fraudulent intent. CHAPTER IXA OF OFFENCESRELATING TO ELECTIONS
b45dda03-b351-40cb-a413-fc094a832620,171A,"""Candidate"", ""Electoral right"" defined."
dcae6855-e0e1-4e6d-8692-d5acb8498697,171B,Bribery.
1de4802a-8ec1-425e-800d-88e93b91f465,171C,Undue influence at elections. 171D.Personation at elections.
ad839ccf-d733-4ca3-a113-4331f8400726,171E,Punishment for bribery.
94829674-f2e5-4901-ba77-ff0506fc73cb,171F,Punishment for undue influence or personation at an election. 171G.False statement in connection with an election.
9e1cdbd2-24d3-4590-8d36-52870e478e28,171H,Illegal payments in connection with an election. 171-I. Failure to keep election accounts. CHAPTER X OF CONTEMPTS OF THE LAWFUL AUTHORITY OF PUBLIC SERVANTS
246746a3-5246-4687-805e-d39a3bb7d067,172,Absconding to avoid service of summons of other proceeding.
5bb8f554-79d0-4609-8dd4-05a438d24c7b,173,"Preventing service of summons or other proceeding, or preventing publication thereof."
5910b377-3359-4d63-a029-8edad83f59b7,174,Non-attendance in obedience to an order from public servant.
043e123c-25b9-4488-bb17-2deecbe43d28,174A,Non-appearance in response to a proclamation under section 82 of Act 2 of 1974.
d24b7ba3-4c7c-48b4-9c5e-bccfb72a9dfc,175,Omission to produce document to public servant by person legally bound to produce it.
1baba3c0-008e-4e6f-b909-5c45afca5724,176,Omission to give notice or information to public servant by person legally bound to give it.
f3eb477e-ecad-42a7-90c7-130dfd8a96f3,177,Furnishing false information.
b33d14ee-b5ac-4f06-b5fe-6511cdbb5c13,178,Refusing oath or affirmation when duly required by public servant to make it.
1be2603e-4358-4ea7-b952-053280cfe521,179,Refusing to answer public servant authorised to question.
f5b220cd-920b-40bc-9268-a44b018547b2,180,Refusing to sign statement.
a857ca9e-ca68-4c7b-9210-13338165c5bd,181,False statement on oath or affirmation to public servant or person authorised to administer an oath or affirmation.
c3042ab2-908b-4043-8124-1f07fc8c3c4b,182,"False information, with intent to cause public servant to use his lawful power to the injury of another person."
6118a877-6186-4f03-b9c8-0e32007958dc,183,Resistance to the taking of property by the lawful authority of a public servant.
e21e4f5c-85ef-4abb-834f-27fa2817486b,184,Obstructing sale of property offered for sale by authority of public servant.
23c2bc18-46fa-45b3-82e2-b45d0e24eed4,185,Illegal purchase or bid for property offered for sale by authority of public servant.
17ab6652-1881-4ed5-97c7-03c244744c27,186,Obstructing public servant in discharge of public functions.
3c43d1dd-b05c-4497-b214-f116a3552e31,187,Omission to assist public servant when bound by law to give assistance.
9a8ecfef-1362-4772-aeb9-cc952393a09f,188,Disobedience to order duly promulgated by public servant.
c1a6f8db-c1fb-4a48-b6f7-c85d960b2eca,189,Threat of injury to public servant.
0ce1a8df-b1b6-48c3-ad9c-c7cc549645df,190,Threat of injury to induce person to refrain from applying for protection to public servant. CHAPTER XI OF FLSEEVIDENCE AND OFFENCES AGAINST PUBLIC JUSTICE
b03995b0-2e22-4f23-87fb-8c70f01fb641,191,Giving false evidence.
9cb0c40e-91e2-43df-9be6-3a2eb1d0f503,192,Fabricating false evidence.
e103bc25-1742-4f00-8d76-c32f6abc1796,193,Punishment for false evidence.
7ba5c3fc-7b00-4e0f-9f24-6bd802d83ad7,194,Giving or fabricating false evidence with intent to procure conviction of capital offence. if innocent person be thereby convicted and executed. 5 --- Page 6 --- SECTIONS
5daa1640-0ea0-489c-8e52-522ccb7ec060,195,Giving or fabricating false evidence with intent to procure conviction of offence punishable with imprisonment for life or imprisonment.
0e64d26c-7c4b-4230-b5c7-1fb04228cf5e,195A,Threatening any person to give false evidence.
41d26816-20df-4352-ae21-b17d6da8442e,196,Using evidence known to be false.
9e3e2704-54d5-4784-8492-4262d17d1767,197,Issuing or signing false certificate.
cbcbb5f8-dc96-49b9-9837-1b7b00bbe9de,198,Using as true a certificate known to be false.
d817255a-2300-484e-8cc1-5444d801d4c0,199,False statement made in declaration which is by law receivable as evidence.
ef16a059-d774-4b18-a82f-098b449c6ba3,200,Using as true such declaration knowing it to be false.
05c8cf65-2348-47c1-8f27-c7bb88fb2794,201,"Causing disappearance of evidence of offence, or giving false information, to screen offender -if a capital offence; if punishable with imprisonment for life; if punishable with less than ten Years' imprisonment."
a6e96c3c-7123-484a-b843-23191e841e8c,202,Intentional omission to give information of offence by person bound to inform.
49d235c4-ca12-4629-8b33-a1aea3f3001b,203,Giving false information respecting an offence committed.
f77c3ae6-dd9b-4bc8-828b-eedc543d6961,204,Destruction of document to prevent its production as evidence.
36d04ed8-1e79-4eab-a3a7-1c6e2d163331,205,False personation for purpose of act or proceeding in suit or prosecution.
0be98e83-4909-4c5e-8f41-977571dbacac,206,Fraudulent removal or concealment of property to prevent its seizure as forfeited or in execution.
3d85d3f0-b7b4-4cca-89b2-704e5f374fe2,207,Fraudulent claim to property to prevent its seizure as forfeited or in execution.
cb734fa2-482c-4f4a-8315-23ca16b5df92,208,Fraudulently suffering decree for sum not due.
dbcd15f0-4d2c-474d-b1f9-f97090060465,209,Dishonestly making false claim in Court.
2fb46fa2-7997-4ed8-94af-b1a83b2e45b0,210,Fraudulently obtaining decree for sum not due.
26e5d8d5-bc31-4ceb-9ba0-0093af0c9cf9,211,False charge of offence made with intent to injure.
4a124b13-586f-48cc-8fe2-c9a227ef2e6b,212,"Harbouring offender. if a capital offence; if punishable with imprisonment for life, or with imprisonment."
05ceb42a-2f48-4a6f-b187-2ab2fca44cdd,213,"Taking gift, etc., to screen an offender from punishment. if a capital offence; if punishable with imprisonment for life, or with imprisonment."
360416e4-f92e-4bea-9c91-dc84fb01c5e6,214,"Offering gift or restoration of property in consideration of screening offender- if a capital offence; if punishable with imprisonment for life, or with imprisonment."
c14bafd3-0236-4c99-a6a2-7dd758af4a98,215,"Taking gift to help to recover stolen property, etc."
99b17a26-4485-4273-9126-5b81dd497e20,216,"Harbouring offender who has escaped from custody of whose apprehension has been ordered- if a capital offence; if punishable with imprisonment for life, or with imprisonment."
0416ece7-b9f9-467f-a7c5-d1cae206e2de,216A,Penalty for harbouring robbers or dacoits.
1b4a73be-5770-415c-ab4e-16b7067171d2,216B,[Repealed.]
a6be92e7-fad3-4da3-b885-4e3dc3d3a302,217,Public servant disobeying direction of law with intent to save person from punishment or property from forfeiture.
b2985bf7-c167-4ea7-8743-d5bb85487f89,218,Public servant framing incorrect record or writing with intent to save person from punishment or property from forfeiture.
84b747a8-1cae-4b9b-90af-76c2ccc77627,219,"Public servant in judicial proceeding corruptly making report, etc., contrary to law."
936eec3e-0c1c-4938-9ab3-8c1afac7d087,220,Commitment for trial or confinement by person having authority who knows that he is acting contrary to law.
7ef67f0b-bb37-428e-8a1d-76f30594ef6b,221,Intentional omission to apprehend on the part of public servant bound to apprehend.
b80211b6-7e3b-47b0-bb0e-b0127cb0b84a,222,Intentional omission to apprehend on the part of public servant bound to apprehend person under sentence or lawfully committed.
16fa8a4c-6e99-4e0c-b2b9-ff3851c289ed,223,Escape from confinement or custody negligently suffered by public servant.
678ba7a9-f821-436d-8d6a-17ac1854d9af,224,Resistance or obstruction by a person to his lawful apprehension.
697e3d27-6666-4600-a2b4-ec80ccf1d68c,225,Resistance or obstruction to lawful apprehension of another person.
3d271ef0-9709-4cb6-ab7b-5d1e2a1d1f3a,225A,"Omission to apprehend, or sufferance of escape, on part of public servant, in cases not otherwise, provided for."
7d81af63-6c01-4dd5-a74f-0ca47401f326,225B,"Resistance or obstruction to lawful apprehension, or escape or rescue in cases not otherwise provided for."
3eddc833-d3f2-4657-9cc2-47ed55d9e9c7,226,[Repealed.]
3410ad48-f63d-42db-bc26-0af36cd0c82a,227,Violation of condition of remission of punishment.
fa815a8f-00eb-4da5-9042-da92e64ef290,228,Intentional insult or interruption to public servant sitting in judicial proceeding.
abe97e97-e372-46f7-88fb-29d635ba216c,228A,"Disclosure of identity of the victim of certain offences, etc."
65427585-1acd-4bc0-8380-8d0cf59930fb,229,Personation of a juror or assessor.
b6c9e32f-9725-458c-b644-4d840b1018d9,229A,Failure by person released on bail or bond to appear in Court. 6 --- Page 7 --- CHAPTER XII OF OFFENCES RELATING TO COIN AND GOVERNMENT STAMPS SECTIONS
2b8cf14a-12d2-445b-a20c-c8dc4e1c5652,230,"""Coin"" defined. Indian coin."
d9263836-3422-447b-8124-2522b4ca28ff,231,Counterfeiting coin.
d5ef41b9-097c-46bb-ab5e-b57d86bbb290,232,Counterfeiting Indian coin.
63bc2a9f-358a-4fee-95fd-c5057d57c5e2,233,Making or selling instrument for counterfeiting coin.
bc642b0a-3b48-4d38-8afb-f61ee650d407,234,Making or selling instrument for counterfeiting Indian coin.
d6e3c710-0d23-40f1-a7f5-d71cc6aab7e5,235,Possession of instrument or material for the purpose of using the same for counterfeiting coin: if Indian coin.
2c5f6292-50f0-4fc2-8fa0-828f5e694903,236,Abetting in India the counterfeiting out of India of coin.
32e188fa-fbb0-4541-91e7-b1543029d860,237,Import or export of counterfeit coin.
cbd3d7f7-f057-4e07-8f10-ba558f3fc443,238,Import or export of counterfeits of the Indian coin.
a7a10c6f-9a86-4989-b924-0cc8584ec2a0,239,"Delivery of coin, possessed with knowledge that it is counterfeit."
034f8cc8-d142-407a-889d-ecb613338ba9,240,"Delivery of Indian coin, possessed with knowledge that it is counterfeit."
16c597dc-7d31-4b7c-a47c-660f3e349e07,241,"Delivery of coin as genuine, which, when first possessed, the deliverer did not know to be counterfeit."
1c2654f3-bac1-4410-b9fd-87a006e86def,242,Possession of counterfeit coin by person who knew it to be counterfeit when he became possessed thereof.
ee648b90-47cd-46ce-915d-5aa41f9cd242,243,Possession of Indian coin by person who knew it to be counterfeit when he became possessed thereof.
fb0b79c4-c59c-4448-82d6-82c6795aa467,244,Person employed in mint causing coin to be of different weight or composition from that fixed by law.
30ad255a-e2c0-4f94-82e4-3551057eff00,245,Unlawfully taking coining instrument from mint.
